,full_pathname,filename,recanvo_id,function,mean_valence,mean_arousal,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
71,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-00-24.73--00-00-25.56c.wav,210302_1506_00-00-24.73--00-00-25.56c.wav,p16,dysregulated,2.7870370370370403,2.2962962962963,46.819087982177734,0.03385218232870102,45.651817321777344,47.547489166259766,48.13156509399414,2.479747772216797,17.049047470092773,0.0,-13.40410327911377,0.0,1.1706972122192383,0.12907111644744873,1.029678463935852,1.1922425031661987,1.3036234378814697,0.2739449739456177,3.236492156982422,1.3229585886001587,1.3530937433242798,1.7074074745178223,0.5569654107093811,0.5035739541053772,23.210474014282227,0.17556482553482056,-7.516114234924316,-0.5588546395301819,-10.316969871520996,-0.4519616365432739,-29.549238204956055,-0.253658652305603,0.01890295185148716,1.087631106376648,0.7690636515617371,0.6048927903175354,13.323814392089844,0.3165540397167206,1.756790041923523,3.166651487350464,10.260583877563477,0.6574974060058594,772.5250854492188,0.3658924102783203,1149.27880859375,0.14130030572414398,-32.4047966003418,-0.5707908868789673,1791.790771484375,0.15840046107769012,947.6082153320312,0.20552818477153778,-35.029605865478516,-0.40692731738090515,2935.59521484375,0.10916640609502792,539.8081665039062,0.46085125207901,-39.54505157470703,-0.3412170708179474,-17.281375885009766,-0.36817485094070435,31.850666046142578,0.19857363402843475,0.14162872731685638,0.16313038766384125,-0.0035118688829243183,-2.3105413913726807,0.5440664291381836,0.4947319030761719,23.201946258544922,0.16087593138217926,-7.309604644775391,-0.5332090258598328,-9.844062805175781,-0.45641085505485535,-29.90590476989746,-0.25746703147888184,1.8062406778335571,10.469841957092285,0.06361224502325058,0.01017324160784483,0.0,5.952381134033203,1.2658228874206543,0.7699999809265137,0.0,0.0,0.0,-21.856969833374023
72,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-16.56--00-01-18.15c.wav,210302_1506_00-01-16.56--00-01-18.15c.wav,p16,dysregulated,1.87962962962963,3.13888888888889,46.690120697021484,0.14924468100070953,37.69928741455078,50.3670654296875,51.68461990356445,13.985332489013672,267.64337158203125,255.15968322753906,55.80284881591797,67.918701171875,1.8022644519805908,0.2926110327243805,1.4450383186340332,1.6583282947540283,2.1665890216827393,0.721550703048706,17.673154830932617,12.029878616333008,7.247316837310791,8.64306926727295,1.381050705909729,0.7940282225608826,19.03087043762207,0.20438602566719055,-16.881174087524414,-0.5142521262168884,-29.566770553588867,-0.3128544092178345,-20.8690242767334,-0.41700631380081177,0.05538284033536911,1.4483858346939087,0.9237872362136841,0.6356593370437622,9.748414039611816,0.8791748285293579,4.486295223236084,2.2791240215301514,22.41644287109375,0.4229898452758789,895.6608276367188,0.25200244784355164,1109.8111572265625,0.12857981026172638,-3.664405107498169,-4.429290771484375,1837.1441650390625,0.12270393967628479,849.10400390625,0.3018278479576111,-11.197750091552734,-1.5627537965774536,3116.1640625,0.1317942589521408,602.7180786132812,0.4264688193798065,-27.25411033630371,-0.6714865565299988,-10.669628143310547,-0.5747280716896057,22.003070831298828,0.36295899748802185,0.08306948095560074,0.4176919162273407,-0.023279817774891853,-0.47342872619628906,1.4225282669067383,0.7765848636627197,18.8349552154541,0.20356231927871704,-17.014881134033203,-0.5189374089241028,-30.020187377929688,-0.3041500747203827,-21.40495491027832,-0.39208984375,0.0,0.0,0.0,0.0,0.0,3.1645572185516357,0.6578947305679321,1.5099999904632568,0.0,0.0,0.0,-19.425403594970703
73,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-01.45--00-01-03.83c.wav,210302_1506_00-01-01.45--00-01-03.83c.wav,p16,dysregulated,1.90740740740741,3.7037037037037,44.9903450012207,0.2601563632488251,32.13491439819336,52.280677795410156,55.25949478149414,23.12458038330078,305.3894958496094,263.7958984375,57.36090087890625,35.702880859375,2.350611448287964,0.4886453151702881,1.1354845762252808,2.392843246459961,3.60829758644104,2.472813129425049,18.757535934448242,11.095494270324707,14.041229248046875,9.519018173217773,2.02294659614563,0.7247151136398315,14.17260456085205,0.5936131477355957,-18.24740219116211,-0.9337090253829956,-19.418699264526367,-0.7860097885131836,-29.607223510742188,-0.6518057584762573,0.06830630451440811,1.2885650396347046,1.1665418148040771,0.6105789542198181,5.934501647949219,1.3859058618545532,-2.5479087829589844,-4.920325756072998,9.286311149597168,1.2151223421096802,905.1171875,0.2827015221118927,1062.0919189453125,0.20953141152858734,-10.372075080871582,-6.082411766052246,1846.846923828125,0.12907125055789948,867.665771484375,0.25070470571517944,-14.143665313720703,-3.4249701499938965,3072.764404296875,0.13359986245632172,487.13134765625,0.8035207986831665,-23.639598846435547,-1.9244120121002197,-7.068922519683838,-1.2603565454483032,19.826072692871094,0.39110884070396423,0.062340132892131805,0.6394562721252441,-0.015169361606240273,-1.4290989637374878,2.4247868061065674,0.5772886276245117,11.972702980041504,0.5941808819770813,-23.398052215576172,-0.6758478879928589,-24.784196853637695,-0.518712043762207,-29.749887466430664,-0.5728322863578796,-1.8042126893997192,19.689340591430664,-0.041634757071733475,0.019333574920892715,0.15928970277309418,5.08474588394165,1.0362694263458252,0.8999999761581421,0.8700000047683716,0.09999999403953552,0.0,-17.293920516967773
74,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-48.93--00-01-51.19.wav,210302_1506_00-01-48.93--00-01-51.19.wav,p16,dysregulated,1.69444444444444,3.69444444444444,40.2899169921875,0.2131572663784027,31.344356536865234,38.285282135009766,49.45606231689453,18.111705780029297,159.26278686523438,66.39282989501953,56.383522033691406,39.13933181762695,2.469569206237793,0.42568424344062805,1.6072245836257935,2.2764172554016113,3.2758593559265137,1.6686347723007202,9.856973648071289,6.707845687866211,10.527939796447754,3.8254103660583496,2.1653053760528564,0.6541228294372559,16.013351440429688,0.43884092569351196,-18.970481872558594,-0.5505269765853882,-2.6944565773010254,-4.397393226623535,-17.250192642211914,-0.6758592128753662,0.07086952775716782,1.0392606258392334,1.3212366104125977,0.5008392930030823,3.014658212661743,2.567230463027954,-3.6333041191101074,-2.7362046241760254,6.582448482513428,1.814172625541687,764.4153442382812,0.4710240960121155,1042.1993408203125,0.19187834858894348,-46.63064956665039,-1.7688407897949219,1804.2174072265625,0.19683733582496643,887.1018676757812,0.35915303230285645,-32.57856369018555,-2.1585798263549805,2761.373046875,0.1397668868303299,853.0118408203125,0.4764519929885864,-37.49472427368164,-1.8154791593551636,-8.170145034790039,-0.8704372644424438,18.009958267211914,0.4286026060581207,0.06991615891456604,0.41704127192497253,-0.021951992064714432,-0.5812996625900269,2.50677752494812,0.5325104594230652,18.069198608398438,0.31346914172172546,-20.51370620727539,-0.5251747965812683,-4.8425984382629395,-2.3355960845947266,-19.26427459716797,-0.593889057636261,1.4698193073272705,4.2008209228515625,0.030328618362545967,-0.00013291524373926222,0.6274310350418091,3.5714285373687744,0.9216590523719788,0.9149999618530273,0.8549999594688416,0.14999999105930328,0.07000000029802322,-17.270191192626953
75,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-00-58.67--00-01-01.41.wav,210302_1506_00-00-58.67--00-01-01.41.wav,p16,dysregulated,1.84259259259259,3.6574074074074097,43.61027908325195,0.23387502133846283,35.50613784790039,48.027591705322266,50.95122528076172,15.445087432861328,150.43768310546875,95.49472045898438,111.82513427734375,111.20143127441406,2.596052408218384,0.4680705666542053,1.3825782537460327,2.449392795562744,3.7288594245910645,2.346281051635742,25.986417770385742,16.509746551513672,15.994612693786621,9.234745979309082,2.572871685028076,0.7825682163238525,13.498595237731934,0.5249069929122925,-20.289976119995117,-0.6070266962051392,-14.811444282531738,-0.7560272812843323,-27.95400047302246,-0.45788872241973877,0.058013834059238434,1.254978895187378,1.473737120628357,0.5436464548110962,4.496427536010742,1.442033290863037,7.325769901275635,2.046393871307373,15.131497383117676,0.6259248852729797,820.93603515625,0.32031533122062683,1073.4627685546875,0.2056921422481537,-26.688791275024414,-2.4487464427948,1815.2432861328125,0.16073226928710938,936.8329467773438,0.327995628118515,-26.568923950195312,-2.1265618801116943,2912.7998046875,0.12207245826721191,662.2562255859375,0.5985566973686218,-32.77061080932617,-1.6485376358032227,-5.357000827789307,-1.327186107635498,19.45940589904785,0.35835781693458557,0.05810736119747162,0.6368997097015381,-0.012376349419355392,-1.1240907907485962,2.8374319076538086,0.7056795358657837,13.3915376663208,0.5308426022529602,-22.14661979675293,-0.5153779983520508,-16.08991241455078,-0.6823866367340088,-29.625072479248047,-0.4110904932022095,-4.782806873321533,16.09803581237793,0.015764612704515457,-0.007550640497356653,0.7430810332298279,4.411764621734619,1.8726593255996704,0.4699999988079071,0.4913654327392578,0.05249999836087227,0.01479019969701767,-16.058483123779297
76,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-00-52.04--00-00-55.17c.wav,210302_1506_00-00-52.04--00-00-55.17c.wav,p16,dysregulated,1.62962962962963,3.81481481481481,51.75424575805664,0.18139050900936127,51.67577362060547,55.81808853149414,56.71377182006836,5.037998199462891,204.86216735839844,67.80174255371094,155.86520385742188,127.72594451904297,2.2967357635498047,0.39098840951919556,1.3520251512527466,2.4363090991973877,3.0965280532836914,1.7445029020309448,18.429710388183594,10.934605598449707,11.181760787963867,5.641545295715332,2.0737557411193848,0.6821444034576416,11.354198455810547,0.632581353187561,-23.12254524230957,-0.4743616282939911,-16.055553436279297,-0.6330746412277222,-42.4890022277832,-0.4044727683067322,0.050498753786087036,1.477189302444458,1.2456432580947876,0.605637788772583,9.691246032714844,0.8237058520317078,3.892268180847168,2.783808946609497,6.14698600769043,1.7164027690887451,968.9728393554688,0.25358569622039795,1034.908203125,0.2740955650806427,-49.1580810546875,-1.526594638824463,1995.7698974609375,0.1346891075372696,778.843994140625,0.3232060968875885,-39.49509048461914,-1.292537808418274,3065.48876953125,0.08699321746826172,611.7400512695312,0.4986317455768585,-42.307437896728516,-1.174005389213562,-12.158864974975586,-0.5633773803710938,21.383071899414062,0.38633862137794495,0.03852643445134163,0.736676812171936,-0.023880045861005783,-0.6023737192153931,2.2576663494110107,0.61813884973526,11.283136367797852,0.652813732624054,-24.716690063476562,-0.40021148324012756,-16.839885711669922,-0.5855072736740112,-45.989810943603516,-0.3153838813304901,-3.565650224685669,13.128564834594727,0.02127794362604618,-0.008786775171756744,0.792897641658783,4.6647233963012695,2.0710060596466064,0.4242856800556183,0.7629613876342773,0.05999999865889549,0.02121320180594921,-15.277896881103516
77,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-01-14.21--00-01-15.25c.wav,210302_1506_00-01-14.21--00-01-15.25c.wav,p16,dysregulated,2.87962962962963,3.52777777777778,38.66410827636719,0.17325694859027863,33.299503326416016,37.14220428466797,44.369903564453125,11.07040023803711,199.81752014160156,150.161865234375,104.62591552734375,61.75432586669922,2.6351983547210693,0.3019701838493347,1.9111828804016113,2.654911994934082,3.4053966999053955,1.4942138195037842,17.113067626953125,3.9572088718414307,10.514127731323242,9.880603790283203,2.819565773010254,0.41362783312797546,21.07219123840332,0.35170167684555054,-25.844470977783203,-0.28379756212234497,-30.215633392333984,-0.2756093144416809,-8.087468147277832,-1.2628718614578247,0.10226740688085556,0.6893594861030579,1.4704161882400513,0.46834272146224976,-1.433207631111145,-3.214738368988037,-2.5122358798980713,-3.8801729679107666,11.81016731262207,1.0452322959899902,672.62646484375,0.4188273251056671,1299.6934814453125,0.13677828013896942,8.28989315032959,3.8978288173675537,1581.407958984375,0.16991272568702698,1042.0230712890625,0.17477117478847504,9.24143123626709,2.580951690673828,2676.10791015625,0.1854998916387558,881.6097412109375,0.24259494245052338,-3.603149175643921,-6.364694118499756,0.4508981704711914,15.019477844238281,19.916109085083008,0.2008122056722641,0.07964598387479782,0.27200445532798767,-0.0059433067217469215,-2.5602622032165527,3.0172476768493652,0.3382609486579895,20.929649353027344,0.36580032110214233,-26.420745849609375,-0.2775091528892517,-30.907878875732422,-0.2571808695793152,-9.034425735473633,-1.1181223392486572,-1.1476190090179443,14.240728378295898,0.07887308299541473,0.007812129333615303,1.2395597696304321,3.9215686321258545,2.0833334922790527,0.4599999785423279,0.29999998211860657,0.0,0.0,-17.502601623535156
78,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1528_00-00-08.8--00-00-09.94.wav,210302_1528_00-00-08.8--00-00-09.94.wav,p16,dysregulated,1.75,3.5462962962963,39.86874008178711,0.18974140286445618,34.85604476928711,37.310707092285156,49.548362731933594,14.692317962646484,244.9829559326172,247.44439697265625,352.0924072265625,577.3370361328125,2.451146364212036,0.5506495237350464,1.0067567825317383,2.166747808456421,4.065419673919678,3.0586628913879395,4.8151140213012695,5.369982719421387,6.075247764587402,0.0,2.42854380607605,0.715164065361023,16.49229621887207,0.41041839122772217,-16.32435417175293,-0.6781842112541199,-14.892596244812012,-0.7233741879463196,-20.031126022338867,-0.425869882106781,0.0914359986782074,0.9741582274436951,1.6879886388778687,0.313875675201416,1.1793996095657349,4.6879658699035645,0.23287361860275269,37.32594680786133,14.310798645019531,0.5338361859321594,856.7227172851562,0.29488405585289,1312.9052734375,0.12953592836856842,-18.76777458190918,-3.1870317459106445,1862.9039306640625,0.1291572004556656,932.7777709960938,0.20054592192173004,-17.274370193481445,-3.007322072982788,2881.705322265625,0.11449139565229416,879.7066040039062,0.21661417186260223,-23.67538070678711,-2.0863800048828125,-9.094968795776367,-0.7556102275848389,13.951356887817383,0.5931119322776794,0.08961816877126694,0.3670509457588196,-0.027199761942029,-0.49320077896118164,2.707655191421509,0.6184251308441162,16.802135467529297,0.400881290435791,-17.668407440185547,-0.5971183180809021,-17.040205001831055,-0.5246492624282837,-21.24749755859375,-0.3699031472206116,-2.2394301891326904,7.1139397621154785,0.02780396305024624,-0.009017662145197392,0.9902753829956055,0.8849557638168335,1.8691589832305908,0.48499998450279236,0.32499998807907104,0.029999999329447746,0.009999999776482582,-17.177785873413086
79,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 dysregulated survey/210302_1506_00-00-49.66--00-00-51.93c.wav,210302_1506_00-00-49.66--00-00-51.93c.wav,p16,dysregulated,1.75925925925926,3.87962962962963,47.08761978149414,0.2536558210849762,32.42555618286133,53.864654541015625,57.12846374511719,24.70290756225586,143.53298950195312,43.17427062988281,153.81622314453125,86.7381591796875,2.996626138687134,0.31968954205513,2.275662422180176,3.2099456787109375,3.825132131576538,1.5494697093963623,18.026020050048828,11.649222373962402,10.92110824584961,4.258124828338623,2.8748695850372314,0.4627862572669983,10.205422401428223,0.787686824798584,-25.09986114501953,-0.5238192677497864,-19.506622314453125,-0.46843403577804565,-31.411861419677734,-0.46069592237472534,0.09117200970649719,1.0082342624664307,1.620727777481079,0.47256338596343994,3.641474485397339,1.8460166454315186,1.5740066766738892,9.09268569946289,9.541461944580078,1.3121358156204224,946.0629272460938,0.26051175594329834,1025.8099365234375,0.20583586394786835,-3.3390791416168213,-18.888565063476562,1896.344482421875,0.10196597129106522,784.5372314453125,0.2058526873588562,-11.792373657226562,-3.6368868350982666,3051.348388671875,0.10870664566755295,506.41632080078125,0.6240857839584351,-19.55965232849121,-2.048051118850708,-5.371720314025879,-1.569801926612854,17.583145141601562,0.3789413273334503,0.0646899938583374,0.4721654951572418,-0.01904078759253025,-0.9274598956108093,3.0645155906677246,0.38970106840133667,10.475443840026855,0.7788904309272766,-27.227758407592773,-0.3779103457927704,-20.328317642211914,-0.4340909719467163,-32.711055755615234,-0.4236622750759125,-5.9850921630859375,13.523680686950684,0.01733865961432457,-0.019175712019205093,0.4262569546699524,4.888888835906982,0.9090908765792847,1.0449999570846558,0.98499995470047,0.05999999865889549,0.0,-15.579024314880371
80,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 frustrated survey/210113_1434_00-00-02.58--00-00-04.73.wav,210113_1434_00-00-02.58--00-00-04.73.wav,p16,frustrated,3.5462962962963,4.21296296296296,55.26475524902344,0.04972575977444649,53.68110275268555,55.30891799926758,57.538631439208984,3.8575286865234375,13.05899715423584,31.269126892089844,14.5721435546875,8.090188980102539,2.9603559970855713,0.35176539421081543,1.785416603088379,3.291012763977051,3.676018238067627,1.890601634979248,24.954483032226562,17.61749839782715,19.065126419067383,7.487191200256348,4.20642614364624,0.5453462600708008,-4.63389778137207,-2.0286502838134766,-46.516597747802734,-0.25394338369369507,-1.6892406940460205,-4.192795753479004,11.543505668640137,0.9593783617019653,0.024104908108711243,1.559275507926941,1.215894103050232,0.488871693611145,9.442487716674805,0.5247359275817871,34.44919967651367,0.3947112560272217,17.234424591064453,0.7298818230628967,1147.729736328125,0.23205341398715973,948.964111328125,0.199818417429924,12.721943855285645,6.237381458282471,2091.177978515625,0.10318325459957123,881.4274291992188,0.23383383452892303,-1.863325834274292,-32.83315658569336,2973.344970703125,0.07653748244047165,929.2649536132812,0.30769282579421997,3.054654359817505,20.76746368408203,29.356658935546875,0.3546677231788635,10.284659385681152,1.0009862184524536,0.02869287133216858,0.6160417199134827,0.04855145886540413,0.26869523525238037,4.660707473754883,0.4275971055030823,-6.5291032791137695,-1.2300622463226318,-49.1940803527832,-0.1891980916261673,-1.9015543460845947,-3.6089212894439697,12.38094425201416,0.9103499054908752,4.644700050354004,8.51244831085205,0.011492922902107239,0.0267732385545969,0.513136088848114,5.1401872634887695,0.4784689247608185,1.899999976158142,0.0,0.07999999821186066,0.04999999701976776,-12.9740571975708
81,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 frustrated survey/210223_1546_00-00-01.77--00-00-04.78c.wav,210223_1546_00-00-01.77--00-00-04.78c.wav,p16,frustrated,1.71296296296296,3.83333333333333,41.50006103515625,0.2075396329164505,32.76445007324219,39.52771759033203,50.79401397705078,18.029563903808594,204.2628631591797,129.5150604248047,113.78641510009766,89.06277465820312,2.4096016883850098,0.5090723037719727,1.135609745979309,2.3733651638031006,3.693937301635742,2.5583276748657227,18.174997329711914,10.747446060180664,23.235193252563477,8.397151947021484,2.0431571006774902,0.8046301007270813,8.259382247924805,0.9851263165473938,-14.682923316955566,-0.803676426410675,-17.4954776763916,-0.5856207609176636,-35.416934967041016,-0.35658013820648193,0.06398072093725204,1.0229264497756958,1.575724482536316,0.5858826637268066,2.9005095958709717,2.930626392364502,-0.14785973727703094,-92.49530792236328,10.493502616882324,1.1333708763122559,958.074462890625,0.23973645269870758,1008.4380493164062,0.1607704758644104,-29.031076431274414,-2.610647201538086,2029.6727294921875,0.12953303754329681,686.753173828125,0.2154509425163269,-33.94771194458008,-2.074991226196289,3077.419921875,0.08172015100717545,723.0020751953125,0.3133386969566345,-37.45574188232422,-1.8310493230819702,-8.682868003845215,-0.5865316987037659,17.64691734313965,0.35839536786079407,0.09210386872291565,0.31619319319725037,-0.027333246544003487,-0.46725034713745117,2.3596372604370117,0.6685839891433716,9.733948707580566,0.776469349861145,-18.31783676147461,-0.45263126492500305,-19.701181411743164,-0.4480353891849518,-39.183109283447266,-0.23278245329856873,-2.695138454437256,7.059592247009277,0.037841591984033585,-0.01680145226418972,0.5554654002189636,3.3333332538604736,1.3605443239212036,0.612500011920929,0.22015619277954102,0.13333332538604736,0.05436502397060394,-17.403608322143555
82,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 frustrated survey/210201_1428_00-00-01.40--00-00-03.48c.wav,210201_1428_00-00-01.40--00-00-03.48c.wav,p16,frustrated,2.7037037037037,3.87962962962963,53.92579650878906,0.1318519562482834,48.841949462890625,56.234710693359375,59.33730697631836,10.495357513427734,177.9589080810547,119.06905364990234,78.82125091552734,43.8572998046875,3.213916063308716,0.30291616916656494,2.4356436729431152,3.4683306217193604,3.9876537322998047,1.5520100593566895,28.967817306518555,35.2695198059082,14.091852188110352,8.626517295837402,2.6821095943450928,0.6278168559074402,1.8085319995880127,6.906911849975586,-38.97370910644531,-0.2859021723270416,-8.473284721374512,-1.7090296745300293,-14.607821464538574,-1.3430354595184326,0.0439898818731308,1.1494512557983398,1.13527250289917,0.6996486783027649,8.272889137268066,1.0753298997879028,0.7758364677429199,15.249743461608887,3.8580594062805176,2.8512637615203857,983.4913940429688,0.3570232093334198,874.8917236328125,0.2750002443790436,-3.1760098934173584,-18.334794998168945,1926.8587646484375,0.16440093517303467,850.6547241210938,0.25137922167778015,-3.997509717941284,-9.587958335876465,2887.1953125,0.10693961381912231,698.2437744140625,0.2780344486236572,-10.861444473266602,-3.1930019855499268,1.3206126689910889,10.975983619689941,8.901360511779785,0.9271305799484253,0.04832015559077263,0.8382377028465271,0.0004651842173188925,49.514835357666016,2.8050503730773926,0.5905556082725525,1.2589747905731201,9.971586227416992,-39.434539794921875,-0.276801735162735,-8.599540710449219,-1.724082589149475,-14.84107780456543,-1.3540122509002686,3.1514596939086914,5.821477890014648,0.0633903294801712,0.006766874343156815,1.1071244478225708,5.339806079864502,0.9950248599052429,0.9649999737739563,0.9249999523162842,0.029999999329447746,0.0,-14.914679527282715
83,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p16/p16 frustrated survey/210113_1434_00-00-00.0--00-00-01.9.wav,210113_1434_00-00-00.0--00-00-01.9.wav,p16,frustrated,2.55555555555556,4.26851851851852,54.50399398803711,0.10792344063520432,48.959495544433594,56.98433303833008,58.07719421386719,9.117698669433594,162.1276397705078,97.1810073852539,151.06654357910156,70.10824584960938,3.548444986343384,0.33746618032455444,2.8532140254974365,3.8361706733703613,4.584721088409424,1.7315070629119873,27.95099639892578,22.108734130859375,15.702804565429688,6.616578102111816,4.447525978088379,0.4601639211177826,-11.94041919708252,-1.1407713890075684,-50.8360710144043,-0.222030371427536,19.43535041809082,0.7263297438621521,7.988006591796875,2.049072742462158,0.053713005036115646,1.0555790662765503,1.5093961954116821,0.46373435854911804,3.692418336868286,1.8786810636520386,-4.040643215179443,-6.026627063751221,4.494992733001709,3.78725004196167,1324.9931640625,0.23654010891914368,859.5869140625,0.2365400791168213,23.90403938293457,1.5805009603500366,2214.915283203125,0.11334089189767838,981.6984252929688,0.28224122524261475,28.442174911499023,1.1039786338806152,3185.43408203125,0.07000222057104111,743.3773193359375,0.33892565965652466,15.208593368530273,1.8558622598648071,30.5640811920166,0.4241154193878174,0.3016674518585205,46.440452575683594,0.03977053984999657,0.7934358716011047,0.03387512266635895,0.6493911743164062,4.72233772277832,0.3901699483394623,-13.467768669128418,-0.9274899363517761,-52.061092376708984,-0.20061999559402466,20.47576332092285,0.6761471033096313,8.877593994140625,1.8281075954437256,13.308743476867676,8.35301399230957,0.035552337765693665,0.032703690230846405,0.2969367206096649,3.7234041690826416,1.1111111640930176,0.875,0.07499999552965164,0.019999999552965164,0.0,-13.137012481689453
