,full_pathname,filename,recanvo_id,function,mean_valence,mean_arousal,duration,mean_pitch,min_pitch,max_pitch,stdev_pitch,mean_intensity,spectral_cog,spectral_sd,amp_rms,sd_intensity
197,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 request survey/200122_1453_00-03-25.96--00-03-27.88.wav,200122_1453_00-03-25.96--00-03-27.88.wav,p03,request,3.01851851851852,3.2129629629629597,1.9149886621315193,304.00070753989104,146.6610493908096,446.6004936552923,42.87452684163633,82.50102741324001,575.4113013222307,349.5296017138718,0.260507464793483,6.012519800088485
198,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 request survey/210131_0922_00-15-10.97--00-15-12.18.wav,210131_0922_00-15-10.97--00-15-12.18.wav,p03,request,2.91666666666667,2.43518518518519,1.2070068027210885,292.22615129883206,226.25149368975806,338.7110697330523,15.039446615703262,80.22418035617362,323.8611796929752,117.05023165549578,0.19758741012929593,12.498284215556902
199,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/200401_1838_00-05-28.90--00-05-33.40c.wav,200401_1838_00-05-28.90--00-05-33.40c.wav,p03,selftalk,3.2037037037037,2.51851851851852,4.486213151927438,259.4957420780565,203.80901572382294,346.120979572135,32.556470435646375,65.32762118118993,375.9195891370538,327.73179289606657,0.03656656527890815,4.443151749773736
200,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/191224_0710_00-04-19.73--00-04-23.34.wav,191224_0710_00-04-19.73--00-04-23.34.wav,p03,selftalk,3.81481481481481,3.4629629629629597,3.61,307.78550468096597,108.02806743726103,583.908956966662,89.62019479673623,74.7978677204404,638.9312231746218,354.70949792086947,0.10838740282814113,13.132575512845678
201,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/200401_1550_01-20-14.97--01-20-19.27.wav,200401_1550_01-20-14.97--01-20-19.27.wav,p03,selftalk,3.33333333333333,2.74074074074074,4.3,272.3723527586669,198.0139100543468,417.98828268765453,20.701147927927682,71.65163323341683,325.32987794620976,226.2622534906648,0.07570882613293888,13.431454026993299
202,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/191224_0710_00-04-10.66--00-04-12.63.wav,191224_0710_00-04-10.66--00-04-12.63.wav,p03,selftalk,3.7962962962963,3.5925925925925903,1.9729931972789116,274.32324591399936,211.78998873246462,393.4574708839823,51.29863027315124,75.78259701184368,919.8288098959465,613.0376498555418,0.11998797373897593,10.572419096249588
203,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/200401_1838_00-10-55.0--00-10-57.75.wav,200401_1838_00-10-55.0--00-10-57.75.wav,p03,selftalk,3.26851851851852,2.85185185185185,2.750997732426304,282.095929777652,256.4228370850688,322.7093416757344,17.571706374662025,77.16049573805412,361.0801545519689,218.4319863769629,0.14190742218356558,10.230413190959151
204,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/200401_1838_00-07-29.84--00-07-30.95.wav,200401_1838_00-07-29.84--00-07-30.95.wav,p03,selftalk,2.37962962962963,2.01851851851852,1.1129931972789116,206.37865338833802,122.57633343274378,260.9534668612681,24.175498715048104,59.85921853798399,527.3235450474363,516.7625430716213,0.018904202227391444,6.134239722162934
205,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/200401_1550_01-20-12.43--01-20-14.07.wav,200401_1550_01-20-12.43--01-20-14.07.wav,p03,selftalk,2.7870370370370403,2.5462962962963,1.6470068027210885,246.69900903501207,219.43305207041712,275.42330190070095,19.718759151605582,78.22303625647932,340.9134714451371,292.4755513325518,0.15812856365044325,8.931888488341231
206,/Users/simonrdkn/Dropbox (MIT)/commalla survey audio/p03/p03 self talk survey/200401_1838_00-11-35.18--00-11-36.27.wav,200401_1838_00-11-35.18--00-11-36.27.wav,p03,selftalk,3.47222222222222,2.9074074074074097,1.09,261.1069766017966,97.93098668506666,344.86621649087203,58.50244912286667,71.65561613121575,684.8387748785718,479.05165489667604,0.0733306410671917,9.16323729481604
