,full_pathname,filename,recanvo_id,function,mean_valence,mean_arousal,duration,mean_pitch,pitch_range,min_pitch,max_pitch,stdev_pitch,mean_intensity,intensity_range,min_intensity,max_intensity,formant1_mean,formant2_mean,formant3_mean,formant1_stdev,formant2_stdev,formant3_stdev,local_jitter,local_abs_jitter,rap_jitter,ppq5_jitter,ddp_jitter,local_shimmer,local_db_shimer,apq3_shimmer,apq5_shimmer,apq11_shimmer,dda_shimmer,hnr
204,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 dysregulated survey/200605_1745_01-30-14.76--01-30-15.49c.wav,200605_1745_01-30-14.76--01-30-15.49c.wav,p05,dysregulated,3.222222222,2.944444444,0.724285714,444.795154,512.8762688,78.63816243,591.5144312,122.2140104,74.99582881,34.24347478,48.59784513,82.84131991,523.4342058,1777.028223,2689.636494,165.0877963,310.7435415,412.7362284,0.038731319,8.73E-05,0.019286311,0.024192456,0.057858933,0.155151569,1.436425836,0.070903767,0.103436691,0.159376825,0.212711301,12.74854667
205,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 dysregulated survey/200605_1745_01-38-32.64--01-38-33.59.wav,200605_1745_01-38-32.64--01-38-33.59.wav,p05,dysregulated,2.768518519,1.962962963,0.944988662,250.5629791,248.6811534,75.92546006,324.6066134,73.82801054,66.72787627,27.12751979,46.27124084,73.39876063,641.1485677,1667.62428,2572.326384,381.7210913,437.4775076,423.5566125,0.013443775,5.34E-05,0.00551861,0.005236608,0.016555831,0.088185141,0.794346431,0.034037848,0.04692906,0.084392062,0.102113545,15.24361493
206,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 dysregulated survey/200605_1745_01-37-26.3--01-37-28.03.wav,200605_1745_01-37-26.3--01-37-28.03.wav,p05,dysregulated,3.018518519,2.657407407,1.727006803,306.6865932,220.8495078,170.795282,391.6447899,52.45113894,70.78033307,37.51117248,39.61233609,77.12350857,636.3378334,1886.132818,2746.955588,369.5237483,335.877556,388.690082,0.018271426,5.98E-05,0.009903045,0.011041127,0.029709135,0.07604225,0.847395295,0.028440966,0.045805113,0.084854627,0.085322897,16.59822293
207,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 dysregulated survey/200605_1745_01-28-25.71--01-28-26.75c.wav,200605_1745_01-28-25.71--01-28-26.75c.wav,p05,dysregulated,2.416666667,2.712962963,1.039501134,380.8417456,95.69456801,336.0711953,431.7657634,28.69200702,72.14854946,30.7684478,48.83821905,79.60666685,619.6159082,1843.473954,2636.697819,335.2042656,175.7913798,566.2542958,0.008334,2.19E-05,0.004580571,0.005117293,0.013741713,0.096366561,1.008415137,0.030617299,0.051471606,0.114676197,0.091851897,16.30196509
208,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 dysregulated survey/200806_1846_00-06-11.4--00-06-12.32.wav,200806_1846_00-06-11.4--00-06-12.32.wav,p05,dysregulated,2.944444444,1.768518519,0.92,253.0715469,144.6247041,126.6322592,271.2569633,37.99901815,69.50861814,22.38560059,49.67980458,72.06540517,380.3279281,1399.266666,2489.194011,195.9501504,371.0697065,334.8851798,0.021022583,8.27E-05,0.010439405,0.007676561,0.031318215,0.086573228,0.762353299,0.05499675,0.047022493,0.053558928,0.164990251,19.42838194
209,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 dysregulated survey/200605_1745_01-38-06.99--01-38-09.29.wav,200605_1745_01-38-06.99--01-38-09.29.wav,p05,dysregulated,2.759259259,2.314814815,2.30600907,218.0335362,231.7862266,135.7710365,367.5572631,44.57783653,69.36011847,36.01616457,41.24130633,77.2574709,685.4899953,1689.029701,2883.353346,350.4939415,285.6862618,255.2442422,0.015421849,7.07E-05,0.007609811,0.008016742,0.022829434,0.111113027,1.012131465,0.049083641,0.063656588,0.085931067,0.147250923,13.11006793
210,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200609_1739_00-15-49.68--00-15-51.98.wav,200609_1739_00-15-49.68--00-15-51.98.wav,p05,selftalk,2.435185185,1.861111111,2.305011338,188.2225782,348.9607732,86.2770692,435.2378424,50.05316021,58.79500392,21.83159928,42.67729942,64.50889869,557.6069843,1994.094533,2993.316538,102.0168578,419.8207888,214.6930322,0.014276388,7.61E-05,0.006673813,0.007815939,0.020021439,0.123691113,1.198689686,0.055681228,0.077424473,0.118260546,0.167043685,10.5973568
211,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200609_1739_00-00-46.96--00-00-49.15.wav,200609_1739_00-00-46.96--00-00-49.15.wav,p05,selftalk,2.509259259,2.537037037,2.189002268,235.2700457,427.3375178,109.7575756,537.0950935,78.73486936,69.31351504,40.79168458,36.10685607,76.89854065,690.9980756,2172.13601,3016.626327,300.5828152,357.3480412,236.0707753,0.010975463,4.73E-05,0.005212357,0.005455326,0.015637072,0.105038979,1.073613997,0.040221448,0.057738134,0.114405027,0.120664344,10.45685838
212,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200610_2153_00-28-21.57--00-28-24.74.wav,200610_2153_00-28-21.57--00-28-24.74.wav,p05,selftalk,2.953703704,2.888888889,3.17,172.6435582,199.190288,95.80671768,294.9970057,70.25976257,66.75643458,26.59977644,47.79871167,74.39848812,645.8672926,2147.596222,3109.790404,337.5555673,393.808101,441.326071,0.01353354,7.84E-05,0.007159635,0.007185159,0.021478904,0.119392472,1.060952112,0.059090943,0.07137254,0.102678729,0.17727283,11.87537103
213,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200612_1755_00-00-27.05--00-00-29.48.wav,200612_1755_00-00-27.05--00-00-29.48.wav,p05,selftalk,2.675925926,2.62037037,2.42399093,254.1422208,252.4920431,134.4531153,386.9451585,80.26079633,73.42675968,41.81660129,41.35104079,83.16764208,702.0472627,2037.97172,3136.581458,199.1299336,330.4882062,281.6490552,0.021851871,8.62E-05,0.011573285,0.013113151,0.034719854,0.100614463,1.036008748,0.041301058,0.067470241,0.122590138,0.123903175,12.55353264
214,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200604_1725_00-02-18.94--00-02-20.36.wav,200604_1725_00-02-18.94--00-02-20.36.wav,p05,selftalk,3.740740741,3.527777778,1.421995465,374.3629934,398.1314705,194.5753658,592.7068363,94.60884147,71.0487088,28.04493832,51.30563877,79.3505771,664.3615418,2009.796516,2924.336614,363.7923765,301.223567,344.6280441,0.03685358,9.93E-05,0.020245445,0.022828525,0.060736336,0.171335534,1.596547572,0.077722914,0.103096374,0.171142583,0.233168743,9.156916428
215,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200605_1745_00-59-11.41--00-59-13.15.wav,200605_1745_00-59-11.41--00-59-13.15.wav,p05,selftalk,2.657407407,2.277777778,1.73399093,221.9365444,43.39252223,194.8478537,238.240376,9.116576746,64.50321549,41.42966096,30.95670712,72.38636808,571.4371788,2007.999846,2858.380174,180.4645988,283.1688643,319.2826895,0.005553831,2.50E-05,0.002923088,0.003298675,0.008769265,0.090453066,0.951371135,0.038526089,0.052076187,0.070949893,0.115578266,14.55913013
216,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200605_1745_00-56-34.08--00-56-35.87.wav,200605_1745_00-56-34.08--00-56-35.87.wav,p05,selftalk,2.962962963,2.351851852,1.790997732,228.8088964,95.69090439,168.6626141,264.3535184,24.91499632,69.40367898,29.83522228,43.86638404,73.70160631,656.7009635,1966.591015,2908.814519,378.7470822,243.9643381,428.0387557,0.00935177,4.09E-05,0.005186286,0.005663882,0.015558857,0.046910104,0.598359047,0.024478052,0.028797616,0.033983079,0.073434157,18.62145786
217,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200612_1755_00-00-07.0--00-00-08.99.wav,200612_1755_00-00-07.0--00-00-08.99.wav,p05,selftalk,3.194444444,2.259259259,1.989002268,228.5413001,196.9649311,80.96927313,277.9342043,30.44265473,65.14880188,34.13705322,39.3944092,73.53146242,475.7667338,2189.428518,3063.826742,302.9984178,208.6131567,360.4785475,0.015674394,6.82E-05,0.009055284,0.009251437,0.027165851,0.080113328,0.899741983,0.03631672,0.049219723,0.074200197,0.108950161,16.0575236
218,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200604_1725_00-12-41.29--00-12-42.51c.wav,200604_1725_00-12-41.29--00-12-42.51c.wav,p05,selftalk,2.740740741,1.898148148,1.221088435,226.7617471,69.25020565,191.7481459,260.9983516,15.92727332,68.97380237,17.42394937,55.586594,73.01054338,446.9919802,1589.105863,2491.626987,273.781397,272.7594069,607.6935715,0.008272991,3.65E-05,0.004511082,0.004954535,0.013533247,0.063071136,0.698172827,0.030845525,0.033058441,0.044751413,0.092536576,20.92358184
219,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p05/p05 self talk survey/200609_1739_00-00-07.04--00-00-09.07.wav,200609_1739_00-00-07.04--00-00-09.07.wav,p05,selftalk,2.583333333,2.268518519,2.034013605,218.9154658,324.1937792,103.1572134,427.3509925,76.15121738,63.58340402,25.15532885,44.27513404,69.4304629,761.3210931,1991.716368,3035.419708,242.6160619,356.7274938,311.245663,0.024122366,0.000110417,0.013172524,0.014202319,0.039517572,0.146782001,1.272797295,0.061378173,0.074502229,0.091625515,0.184134518,7.243709476
220,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 request survey/200110_1709_00-19-21.26--00-19-22.5.wav,200110_1709_00-19-21.26--00-19-22.5.wav,p02,request,2.722222222,1.833333333,1.239002268,227.8596982,75.35039219,209.3987928,284.749185,17.40262862,71.08178926,12.25527789,62.1016072,74.35688509,290.8296002,1698.584803,2884.981243,171.3974607,393.5991767,391.5992453,0.008693692,3.82E-05,0.003802403,0.005753892,0.01140721,0.057242866,0.515002619,0.027358307,0.038961743,0.047495221,0.082074922,21.86953992
221,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 request survey/200123_1311_00-04-42.64--00-04-43.17.wav,200123_1311_00-04-42.64--00-04-43.17.wav,p02,request,2.972222222,2.444444444,0.529002268,240.5275322,129.0089798,171.1841398,300.1931196,30.57353302,77.28490875,36.24837432,47.17579923,83.42417355,684.0315254,1624.451091,2840.903183,263.2830896,417.7775329,362.6846585,0.029052122,0.00012295,0.010726809,0.014067894,0.032180426,0.103408003,1.031724256,0.037064086,0.063214267,0.097002905,0.111192258,13.44820448
222,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 request survey/200121_2034_00-02-33.77--00-02-34.4.wav,200121_2034_00-02-33.77--00-02-34.4.wav,p02,request,2.342592593,3.12037037,0.629002268,534.2713409,136.160045,438.4550746,574.6151197,30.39991768,76.9522785,20.71176362,60.63090522,81.34266885,558.055836,1639.875675,2749.805785,50.31771068,184.2915721,237.4334775,0.015675629,2.92E-05,0.008071772,0.008499803,0.024215315,0.070423731,0.758163592,0.031920589,0.050538887,0.050655881,0.095761767,17.72319554
223,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 request survey/200110_1709_00-19-34.08--00-19-34.57.wav,200110_1709_00-19-34.08--00-19-34.57.wav,p02,request,2.75,2.083333333,0.48399093,241.3002174,93.89390057,184.0252333,277.9191339,24.37597261,73.42098409,38.56856277,41.33513086,79.90369364,499.5271196,1561.609625,2843.515966,128.6206076,628.1211856,377.7162682,0.028989501,0.000120789,0.01255131,0.019742781,0.037653931,0.234253835,1.748881717,0.09290476,0.196951651,0.345148271,0.278714281,12.25265316
224,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 request survey/200110_1709_00-19-30.35--00-19-30.89.wav,200110_1709_00-19-30.35--00-19-30.89.wav,p02,request,2.898148148,2.12962963,0.542993197,278.8876039,98.68979767,232.4538299,331.1436276,29.54238842,74.91139708,31.20712358,48.93480839,80.14193197,513.1650441,1760.685801,2813.807235,174.0186581,224.0438254,133.9933585,0.03302491,0.000118396,0.017538038,0.019507065,0.052614114,0.087666626,1.029996819,0.035115225,0.048175513,0.098530836,0.105345675,15.29936769
225,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200130_1451_00-26-22.38--00-26-23.04.wav,200130_1451_00-26-22.38--00-26-23.04.wav,p02,frustrated,2.675925926,2.861111111,0.655986395,405.8748218,283.1645912,218.5334109,501.6980022,84.30160491,77.97858123,31.82501967,53.04920728,84.87422695,513.916764,1616.519203,2657.772242,129.401142,234.0006923,348.2750367,0.023312834,5.73E-05,0.011287636,0.011621903,0.033862908,0.07751909,0.882351071,0.033002598,0.04546498,0.069720811,0.099007793,17.72424552
226,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200110_1709_00-07-46.69--00-07-47.28.wav,200110_1709_00-07-46.69--00-07-47.28.wav,p02,frustrated,2.731481481,2.962962963,0.588208617,495.5814156,202.7835335,392.2163585,594.999892,74.12582479,80.24422512,20.41539081,62.32471991,82.74011072,537.5083938,1534.89856,2696.392539,49.9080294,210.375624,596.262251,0.021143368,4.27E-05,0.011322543,0.014346611,0.03396763,0.112360635,1.046485158,0.061003808,0.083926424,0.106355976,0.183011424,16.9313734
227,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200110_1709_00-07-56.7--00-07-57.52c.wav,200110_1709_00-07-56.7--00-07-57.52c.wav,p02,frustrated,2.333333333,3.203703704,0.818888889,382.8534155,358.8726998,217.2851438,576.1578436,139.0747118,79.0304437,30.60552289,52.12422249,82.72974538,666.300906,1433.550301,2717.494704,122.4159326,140.549843,472.8725573,0.021751336,5.63E-05,0.012453833,0.014186071,0.0373615,0.141304375,1.284860239,0.077953592,0.090899535,0.121939672,0.233860775,13.58399197
228,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200110_1709_00-08-31.51--00-08-32.53.wav,200110_1709_00-08-31.51--00-08-32.53.wav,p02,frustrated,1.916666667,4.185185185,1.028004535,283.6473181,470.5913898,80.72577865,551.3171685,161.6951775,81.60761366,39.1295741,46.1590647,85.2886388,693.6979385,1764.748641,2866.197299,279.8529818,448.634281,426.2543795,0.025016333,8.98E-05,0.013432915,0.014603677,0.040298744,0.101058134,1.002766699,0.047313482,0.063471014,0.077072462,0.141940446,12.59966348
229,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200121_2034_00-02-11.67--00-02-13.42c.wav,200121_2034_00-02-11.67--00-02-13.42c.wav,p02,frustrated,1.935185185,3.694444444,1.742222222,254.6007707,536.2792905,83.85713229,620.1364228,152.0306629,77.06945881,23.35243099,57.39395368,80.74638467,657.4285672,1360.184661,2500.817442,162.9780644,229.0490298,401.2619832,0.040414115,0.000160471,0.022884086,0.024743402,0.068652259,0.128044274,1.296481395,0.067580039,0.075158781,0.090553006,0.202740116,12.20612123
230,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200130_1451_00-05-56.96--00-05-58.07c.wav,200130_1451_00-05-56.96--00-05-58.07c.wav,p02,frustrated,2.685185185,3.046296296,1.133968254,342.059669,417.5146909,80.35001786,497.8647088,147.6398797,79.26145078,24.39003388,58.13793772,82.5279716,510.4905339,1620.049942,2550.714057,138.3809952,314.5326479,522.0601884,0.034193204,0.000100805,0.017015773,0.018711868,0.05104732,0.166227896,1.412217583,0.077438809,0.111904081,0.175306341,0.232316428,12.53125622
231,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200116_1214_00-01-35.56--00-01-36.04.wav,200116_1214_00-01-35.56--00-01-36.04.wav,p02,frustrated,2.842592593,2.435185185,0.478004535,246.0722201,117.2180582,171.2401362,288.4581944,39.20540476,73.9455751,32.82296613,46.74434609,79.56731222,596.6034126,1657.099017,2913.066862,212.2591544,351.8239096,254.8168857,0.030236319,0.000124015,0.012893774,0.014006996,0.038681322,0.127320456,1.106323339,0.062057259,0.078283812,0.103974496,0.186171777,12.64882857
232,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200130_1451_00-26-39.49--00-26-40.46.wav,200130_1451_00-26-39.49--00-26-40.46.wav,p02,frustrated,2.564814815,2.055555556,0.967006803,275.5406569,145.6211562,175.9936693,321.6148255,25.74662774,73.46143977,19.7667766,57.21754451,76.98432111,402.2916897,1473.625789,2728.957227,118.6994862,345.0718972,316.5787983,0.006140352,2.23E-05,0.003054856,0.003415746,0.009164569,0.029351326,0.321213826,0.014099362,0.017236245,0.02454733,0.042298085,24.36938651
233,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200130_1451_00-26-12.24--00-26-12.77c.wav,200130_1451_00-26-12.24--00-26-12.77c.wav,p02,frustrated,3.037037037,3,0.518662132,318.0377139,81.15371349,270.2759227,351.4296361,26.48594835,76.29467079,33.03124864,48.92855281,81.95980145,885.4961127,1620.375385,2804.498581,241.9949848,311.8104137,293.0580844,0.028289981,8.97E-05,0.01229893,0.012702138,0.03689679,0.119887066,0.982200601,0.060220443,0.071620843,0.082664387,0.180661329,8.00033625
234,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 frustrated survey/200121_2034_00-02-00.07--00-02-00.72c.wav,200121_2034_00-02-00.07--00-02-00.72c.wav,p02,frustrated,2.611111111,2.611111111,0.642426304,337.0967021,181.7957786,213.0236412,394.8194198,49.76838973,69.81793725,16.64569468,59.92828047,76.57397515,483.8892287,1068.489912,2682.830538,73.72797278,308.0630118,159.1426398,0.019320574,5.73E-05,0.009103246,0.008379612,0.027309739,0.110397505,1.125970707,0.052022579,0.069257018,0.089345382,0.156067737,13.72215764
235,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200206_0804_00-14-01.93--00-14-02.42.wav,200206_0804_00-14-01.93--00-14-02.42.wav,p02,selftalk,2.888888889,2.462962963,0.492018141,235.2603802,115.1082531,172.3798995,287.4881526,43.0514681,78.67711058,32.22292708,52.59774047,84.82066755,596.4376311,1593.416809,2692.551853,90.07140024,385.514665,413.5819339,0.039135487,0.000170941,0.019854797,0.02543286,0.059564392,0.121924443,1.103656671,0.06224509,0.074715274,0.12210956,0.186735269,11.41342303
236,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200130_1451_00-26-33.13--00-26-33.72.wav,200130_1451_00-26-33.13--00-26-33.72.wav,p02,selftalk,3.157407407,3.092592593,0.593015873,298.8512737,86.87725328,245.1071407,331.984394,28.21913104,79.10676594,37.07900756,46.59596557,83.67497313,723.4542695,1564.939876,2905.960312,197.3521411,336.1276406,278.1787846,0.018645643,6.28E-05,0.009559644,0.00901753,0.028678932,0.066297644,0.684321969,0.035000312,0.041095122,0.050963956,0.105000937,13.02825293
237,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200130_1451_00-09-36.11--00-09-36.65.wav,200130_1451_00-09-36.11--00-09-36.65.wav,p02,selftalk,2.759259259,1.898148148,0.54600907,236.664039,93.2154211,201.0947763,294.3101974,31.21115753,75.62565951,28.98573662,51.15623589,80.14197252,485.4404169,1843.521686,2934.981659,320.8313263,292.1288332,217.7573524,0.016019355,6.76E-05,0.00761492,0.008211543,0.022844759,0.066916287,0.828284963,0.020524881,0.031256616,0.055083761,0.061574643,22.15894724
238,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200206_0804_00-13-25.28--00-13-26.43.wav,200206_0804_00-13-25.28--00-13-26.43.wav,p02,selftalk,2.824074074,2.787037037,1.14600907,390.2112966,382.0316548,92.86159383,474.8932486,87.2219351,76.91674871,26.20346837,59.2938641,85.49733246,449.3883868,1404.601295,2433.948667,80.91450242,234.8817114,249.2939654,0.02648284,6.75E-05,0.013914981,0.017265196,0.041744942,0.077069858,0.910051913,0.039401842,0.04720788,0.05168223,0.118205526,18.22099503
239,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200206_0804_00-13-27.49--00-13-28.53.wav,200206_0804_00-13-27.49--00-13-28.53.wav,p02,selftalk,,,1.04600907,427.4938187,398.8925322,219.5786132,618.4711454,105.3566192,75.41155964,27.89981196,52.85540856,80.75522052,598.3569512,1503.234345,2332.893812,106.4752796,224.9103421,332.0160116,0.017634859,4.11E-05,0.009473542,0.010687682,0.028420627,0.081203789,0.851925928,0.040375608,0.053563759,0.065002013,0.121126825,18.54059295
240,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200130_1451_00-26-34.95--00-26-35.56.wav,200130_1451_00-26-34.95--00-26-35.56.wav,p02,selftalk,2.75,2.75,0.61399093,244.3342791,163.8254581,153.8853978,317.7108558,49.3901164,79.5534408,31.61252473,54.97225706,86.58478179,640.7391996,1849.023985,2802.467762,201.7333059,518.2612954,254.8504149,0.023633876,9.70E-05,0.010941761,0.009583057,0.032825282,0.090212006,1.002640726,0.041003699,0.056188248,0.079662182,0.123011097,12.10244427
241,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200110_1709_00-08-49.48--00-08-50.23.wav,200110_1709_00-08-49.48--00-08-50.23.wav,p02,selftalk,2.898148148,2.5,0.748004535,265.2552318,115.9169423,211.0214146,326.9383569,30.62059456,73.50853882,11.45312303,65.56857029,77.02169333,546.7682397,1773.71472,2955.093998,331.5761368,244.5524093,356.2112478,0.016567231,6.25E-05,0.00898777,0.009922403,0.026963311,0.135847026,1.256304331,0.073087331,0.093315747,0.111270307,0.219261994,9.041750709
242,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200212_1827_00-00-14.03--00-00-16.19.wav,200212_1827_00-00-14.03--00-00-16.19.wav,p02,selftalk,2.453703704,1.962962963,2.152993197,243.6709501,89.82485931,216.7978525,306.6227119,17.9486068,71.82658068,16.40478755,58.50629528,74.91108283,363.8618791,1040.90272,2530.06919,89.58390635,331.2803325,397.9007854,0.012444698,5.11E-05,0.006932859,0.006779072,0.020798577,0.073068129,0.689314087,0.040392484,0.041641231,0.048166342,0.121177451,24.66289832
243,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200130_1451_00-26-31.25--00-26-32.5.wav,200130_1451_00-26-31.25--00-26-32.5.wav,p02,selftalk,2.296296296,3.5,1.249002268,239.1655899,443.7494468,80.25390298,524.0033498,133.1105404,81.71557227,32.35433986,53.11591524,85.47025509,538.2741214,1601.60973,2581.459249,89.75402831,336.3213022,340.9754386,0.021821756,9.36E-05,0.010024545,0.012848262,0.030073634,0.076232734,0.723891066,0.034938916,0.045809414,0.054958177,0.104816748,16.82992185
244,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 self talk survey/200110_1709_00-06-48.22--00-06-48.67.wav,200110_1709_00-06-48.22--00-06-48.67.wav,p02,selftalk,3.046296296,2.277777778,0.448004535,243.5543887,115.9296391,171.909948,287.8395872,43.15759931,72.61003691,43.97879489,34.84133379,78.82012868,712.0383301,1530.838531,2964.759376,201.9255334,289.019723,256.9067426,0.023292328,9.58E-05,0.008851243,0.011289921,0.026553729,0.117637502,0.982450534,0.058067945,0.080419457,0.132493604,0.174203835,11.60354726
245,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 delighted survey/200123_1311_00-04-29.72--00-04-30.63.wav,200123_1311_00-04-29.72--00-04-30.63.wav,p02,delighted,2.925925926,2.268518519,0.910997732,242.2036112,317.1928717,95.37830756,412.5711793,69.77287831,75.34222668,38.25008089,45.73471868,83.98479957,585.2503829,1590.089416,2746.05793,276.2858846,294.576782,272.2407686,0.033248007,0.000136903,0.013396459,0.015801124,0.040189378,0.133005044,1.482492626,0.051492426,0.071975963,0.159242773,0.154477279,16.02133964
246,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 delighted survey/200123_1311_00-04-26.73--00-04-27.32.wav,200123_1311_00-04-26.73--00-04-27.32.wav,p02,delighted,2.87962963,2.481481481,0.587006803,252.7679092,161.8454495,135.3759534,297.2214029,52.81745036,79.26072233,35.68115515,47.87898506,83.56014021,584.6955936,1951.517384,2813.479103,344.888115,263.9961928,396.4295199,0.022552824,8.98E-05,0.00862684,0.007803158,0.02588052,0.044873244,0.528707452,0.015313138,0.019951553,0.027780235,0.045939413,19.52963039
247,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 delighted survey/200116_1214_00-48-32.62--00-48-33.1.wav,200116_1214_00-48-32.62--00-48-33.1.wav,p02,delighted,3.083333333,3.175925926,0.47399093,344.7580021,209.5761527,198.0558455,407.6319982,76.12211885,76.43536036,40.31422762,44.12069819,84.4349258,740.888217,1834.453711,2721.572612,95.81034005,409.3388555,373.5867755,0.035791203,0.000105181,0.019099295,0.019949308,0.057297884,0.181953669,1.472265005,0.084914038,0.173644357,0.460077757,0.254742115,11.51405697
248,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 delighted survey/200202_1112_00-03-18.73--00-03-19.3.wav,200202_1112_00-03-18.73--00-03-19.3.wav,p02,delighted,3.018518519,2.898148148,0.575011338,207.5225715,176.1244834,102.624281,278.7487643,71.54218628,79.59364673,22.60586424,63.78047507,86.38633931,678.4622365,1612.336258,2860.470981,139.5566012,603.4998797,449.4582435,0.034365644,0.000164579,0.019005621,0.016195802,0.057016862,0.12737489,1.362443353,0.066723169,0.069272632,0.120046301,0.200169508,8.756943585
249,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 delighted survey/200123_1311_00-00-20.0--00-00-20.48.wav,200123_1311_00-00-20.0--00-00-20.48.wav,p02,delighted,2.944444444,2.277777778,0.483015873,217.0895606,62.35501645,193.6075963,255.9626127,21.91391523,76.85261987,33.02831651,50.49402798,83.52234449,589.787371,1338.850037,2575.996338,141.614545,396.0238179,218.1377428,0.019917716,9.21E-05,0.010343943,0.010284571,0.031031828,0.170195326,1.464253649,0.085032953,0.08600418,0.204757537,0.255098858,11.47658559
250,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 delighted survey/200130_1451_00-04-17.41--00-04-17.84.wav,200130_1451_00-04-17.41--00-04-17.84.wav,p02,delighted,2.916666667,2.314814815,0.424988662,198.9374394,105.5648695,151.9382877,257.5031573,37.62154804,74.77309808,32.17599627,51.52994949,83.70594577,623.5458865,1648.261913,2701.796913,198.99023,402.6985891,328.7930624,0.03311662,0.000166959,0.014700331,0.015149469,0.044100992,0.188312449,1.580653763,0.076826971,0.15201567,0.17951768,0.230480914,8.019705962
251,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p02/p02 delighted survey/200121_2034_00-01-08.00--00-01-08.74c.wav,200121_2034_00-01-08.00--00-01-08.74c.wav,p02,delighted,2.981481481,2.5,0.631496599,215.5901841,230.0679658,95.21185571,325.2798215,57.70049901,76.9843255,18.75798495,61.46634619,80.22433114,506.5409515,1547.551033,2869.202825,151.6970957,213.2666838,212.8360823,0.032401067,0.000151454,0.014874425,0.014407281,0.044623275,0.119928308,1.222185307,0.061707425,0.079790777,0.105036021,0.185122275,12.97046417
