,full_pathname,filename,recanvo_id,function,mean_valence,mean_arousal,duration,mean_pitch,pitch_range,min_pitch,max_pitch,stdev_pitch,mean_intensity,intensity_range,min_intensity,max_intensity,formant1_mean,formant2_mean,formant3_mean,formant1_stdev,formant2_stdev,formant3_stdev,local_jitter,local_abs_jitter,rap_jitter,ppq5_jitter,ddp_jitter,local_shimmer,local_db_shimer,apq3_shimmer,apq5_shimmer,apq11_shimmer,dda_shimmer,hnr
0,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210108_1729_00-13-04.48--00-13-05.29.wav,210108_1729_00-13-04.48--00-13-05.29.wav,p11,delighted,3.481481481,2.564814815,0.806984127,448.6201547,203.8597101,358.9066013,562.7663114,72.83093269,66.71676801,38.65266874,36.4956648,75.14833354,975.394797,1924.096529,2943.574551,313.1380554,368.1226624,483.4018315,0.009578148,2.14E-05,0.004279807,0.004657776,0.012839421,0.075314332,0.66785839,0.033469515,0.038438178,0.050200197,0.100408546,8.743556092
1,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210201_1803_00-11-08.97--00-11-09.61.wav,210201_1803_00-11-08.97--00-11-09.61.wav,p11,delighted,2.712962963,2.722222222,0.647006803,,,,,,76.85299348,34.86331431,48.13189662,82.99521093,1040.462768,1934.450953,2739.487043,187.2257582,156.8185245,251.5930301,,,,,,,,,,,,-1.816445749
2,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210128_1916_00-01-15.35--00-01-16.45.wav,210128_1916_00-01-15.35--00-01-16.45.wav,p11,delighted,2.796296296,3.435185185,1.104013605,364.9573142,341.4753684,214.7620927,556.237461,106.3582791,81.556397,27.39105645,57.24636425,84.6374207,645.1630562,1678.543775,2646.20211,186.6895622,236.2813934,319.5056693,0.020237627,5.55E-05,0.010701029,0.010437349,0.032103086,0.092707421,0.82403914,0.046653287,0.055241792,0.053388863,0.139959861,14.64739961
3,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210130_2120_00-05-49.37--00-05-50.14.wav,210130_2120_00-05-49.37--00-05-50.14.wav,p11,delighted,3.444444444,2.935185185,0.768004535,346.4380852,522.8437415,103.6857295,626.529471,175.0223471,77.46678779,29.81938946,54.75328826,84.57267771,868.5197104,1633.909503,2612.664446,218.2929959,256.0424509,288.410082,0.016912245,4.84E-05,0.009734862,0.009083817,0.029204586,0.080432543,1.051368888,0.040151795,0.048225936,0.06797347,0.120455384,10.38896502
4,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210128_1916_00-00-34.86--00-00-36.09.wav,210128_1916_00-00-34.86--00-00-36.09.wav,p11,delighted,3.12037037,2.907407407,1.228004535,353.6769691,160.5777116,251.4964459,412.0741575,44.73852718,78.82460305,30.68580155,51.61306401,82.29886556,748.2284946,1573.339081,2604.854324,247.5048421,414.3807183,431.0512732,0.018957058,5.37E-05,0.010346306,0.008989583,0.031038918,0.048057751,0.547924057,0.026089732,0.03232441,0.037241746,0.078269195,19.50205362
5,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/201115_1933_00-03-19.79--00-03-20.77.wav,201115_1933_00-03-19.79--00-03-20.77.wav,p11,delighted,2.990740741,1.990740741,0.979002268,178.9958393,191.1828493,71.0311423,262.2139916,76.03133515,69.90529271,30.20011711,47.75873734,77.95885445,636.4812973,1902.78207,2910.178146,263.2916894,289.1947936,347.7874468,0.022779045,0.000126428,0.012459513,0.010429596,0.037378539,0.112129308,1.137304293,0.065341453,0.064109072,0.083965617,0.19602436,13.13433702
6,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/201115_1933_00-03-10.31--00-03-10.87.wav,201115_1933_00-03-10.31--00-03-10.87.wav,p11,delighted,3.018518519,1.944444444,0.554988662,298.6279836,191.690939,140.2159932,331.9069321,46.84708296,77.85832788,40.10494531,44.21410129,84.3190466,612.496505,1732.334714,2886.502251,296.199091,222.9467541,288.9496879,0.018373918,6.18E-05,0.009209548,0.010278431,0.027628645,0.058017399,0.765384528,0.02272126,0.027869989,0.0492979,0.06816378,23.74640327
7,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210108_1729_00-03-38.60--00-03-39.42.wav,210108_1729_00-03-38.60--00-03-39.42.wav,p11,delighted,2.731481481,1.675925926,0.81170068,230.4463373,17.62981251,222.617363,240.2471755,3.538772229,62.71017314,23.7146642,41.62381582,65.33848002,1010.824267,2223.731019,3158.097844,169.4927514,250.6770348,289.9297803,0.025460952,0.000110698,0.015095215,0.014904762,0.045285646,0.11606407,1.002829176,0.059733021,0.079008263,0.105312729,0.179199062,7.911785372
8,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/201121_2229_00-00-16.43--00-00-18.13.wav,201121_2229_00-00-16.43--00-00-18.13.wav,p11,delighted,2.833333333,3.472222222,1.697006803,460.7577813,227.9099487,322.4138655,550.3238142,59.47819586,78.77264929,33.51503344,49.37908546,82.89411889,871.635597,1505.512299,2627.49058,207.1699433,275.5225821,312.5694214,0.00766385,1.66E-05,0.004259281,0.003990225,0.012777844,0.045303248,0.431759542,0.026498405,0.026800144,0.03226406,0.079495215,20.10502648
9,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 delighted survey/210130_2120_00-02-20.03--00-02-20.63.wav,210130_2120_00-02-20.03--00-02-20.63.wav,p11,delighted,3.194444444,2.62037037,0.6,435.6285421,113.2168531,364.8531317,478.0699848,37.79728857,77.38165028,38.42876455,44.64184213,83.07060668,860.0428072,1744.670653,2691.638407,242.29358,236.0877787,223.7697498,0.013221597,3.03E-05,0.006517174,0.005454861,0.019551521,0.057281685,0.608059004,0.026688939,0.038113374,0.053421534,0.080066816,16.17819754
10,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/210303_1741_00-11-00.4--00-11-01.05.wav,210303_1741_00-11-00.4--00-11-01.05.wav,p11,request,2.481481481,2.083333333,0.648004535,159.211884,113.0345196,106.3406724,219.375192,41.55671342,68.8975692,28.21245606,46.76709381,74.97954987,914.7809301,2016.943188,2809.648423,320.7299071,218.1353455,337.9243274,0.05413182,0.000340069,0.024916878,0.028615095,0.074750633,0.193746066,1.636873317,0.082758974,0.129290049,0.150376297,0.248276921,2.577949182
11,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/201118_2130_00-06-30.15--00-06-31.04.wav,201118_2130_00-06-30.15--00-06-31.04.wav,p11,request,2.935185185,2.277777778,0.887981859,370.927,179.7861307,300.0174718,479.8036024,32.34807041,75.50378847,28.88094119,50.05549912,78.93644031,635.1587083,1469.141009,2526.980288,113.7934575,486.5103879,784.0106924,0.017127902,4.62E-05,0.00914128,0.010294899,0.02742384,0.038074615,0.47498053,0.018377379,0.025519271,0.032892847,0.055132138,21.13282879
12,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/210303_1741_00-10-55.06--00-10-56.44.wav,210303_1741_00-10-55.06--00-10-56.44.wav,p11,request,2.574074074,2.055555556,1.383015873,108.3690928,159.2207328,77.55060469,236.7713375,37.66957103,64.63985043,36.47301803,35.65278621,72.12580424,931.4518849,1703.209485,2641.63711,219.6528787,394.6457346,689.8177164,0.046198724,0.000422291,0.021814957,0.027373563,0.065444871,0.15380346,1.35093739,0.073484456,0.100843399,0.137883893,0.220453368,2.780047186
13,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/201120_1718_00-05-52.5--00-05-53.18.wav,201120_1718_00-05-52.5--00-05-53.18.wav,p11,request,3.12037037,2.25,0.680997732,283.7366908,96.37209352,235.5880868,331.9601803,32.11214916,77.05705627,42.86497429,40.81063565,83.67560994,662.0439919,1570.261558,2770.460389,325.2448343,497.5212293,364.1821741,0.02205724,7.82E-05,0.011652313,0.009706125,0.034956938,0.055370086,0.736624815,0.022831407,0.025404397,0.042997102,0.068494222,20.07569431
14,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/201120_1718_00-06-04.00--00-06-05.44c.wav,201120_1718_00-06-04.00--00-06-05.44c.wav,p11,request,3.814814815,3.314814815,1.45138322,397.4039273,245.005884,299.8871351,544.8930191,74.78869703,75.40737264,39.15423299,41.36764127,80.52187426,753.7487029,1531.349918,2695.326239,238.560572,307.8922145,205.6706452,0.023652479,6.01E-05,0.011463852,0.013913199,0.034391557,0.092905661,0.912399522,0.043939772,0.05681265,0.072174755,0.131819317,11.13093089
15,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/201120_1718_00-04-28.02--00-04-29.15.wav,201120_1718_00-04-28.02--00-04-29.15.wav,p11,request,3.083333333,2.694444444,1.134988662,349.4352074,164.3778058,292.8011138,457.1789196,53.94870541,73.83370884,35.22651743,46.98884501,82.21536243,902.4624584,1759.598356,2724.395391,307.7221721,349.3186752,221.8759909,0.019411938,5.55E-05,0.011037627,0.010681635,0.03311288,0.076475789,0.84969149,0.033163444,0.04610395,0.063806642,0.099490332,5.385628092
16,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/201120_1718_00-04-32.62--00-04-33.25c.wav,201120_1718_00-04-32.62--00-04-33.25c.wav,p11,request,3.12037037,2.62037037,0.637800454,349.3646384,316.1157193,102.1861476,418.3018669,93.93643926,78.52817752,35.04658514,47.029466,82.07605114,450.8083465,1742.560585,2873.342995,153.401405,215.7900057,159.2714168,0.023589618,6.86E-05,0.009925714,0.010357152,0.029777142,0.050859311,0.498926978,0.027859002,0.032333814,0.038672518,0.083577007,19.87128187
17,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/210205_1724_00-03-38.45--00-03-39.35.wav,210205_1724_00-03-38.45--00-03-39.35.wav,p11,request,2.851851852,2.537037037,0.902018141,296.7886575,89.6688945,241.3263202,330.9952147,22.64861178,77.35815226,32.27044763,49.60224299,81.87269063,651.7675691,1493.826629,2638.847079,316.749377,525.7157216,499.345606,0.032953341,0.000111219,0.016377376,0.020072844,0.049132129,0.137718003,1.299823456,0.06988978,0.101832048,0.131901349,0.209669339,11.8216085
18,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/201120_1718_00-05-16.58--00-05-17.3.wav,201120_1718_00-05-16.58--00-05-17.3.wav,p11,request,3.231481481,2.87962963,0.711995465,380.9562142,241.2372767,203.6961291,444.9334058,62.00658461,80.53711008,43.10043816,41.93939797,85.03983613,555.9324671,1636.078143,2949.362229,222.315693,309.5513602,210.5231004,0.020870566,5.55E-05,0.008475792,0.00965251,0.025427377,0.040758261,0.481903621,0.018555047,0.02756474,0.041444345,0.05566514,20.83631456
19,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 request survey/201120_1718_00-06-02.05--00-06-02.84c.wav,201120_1718_00-06-02.05--00-06-02.84c.wav,p11,request,2.962962963,2.166666667,0.700702948,341.7583594,148.0058252,236.5783691,384.5841943,39.4849726,78.7999986,40.1611366,41.15656771,81.31770431,433.9360599,1670.22799,2795.660263,165.9664221,165.8486187,218.4672847,0.014677953,4.30E-05,0.006537669,0.008737688,0.019613006,0.034420223,0.386976034,0.016517268,0.021043579,0.02722442,0.049551805,25.27064776
20,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210108_1752_00-01-16.63--00-01-18.06.wav,210108_1752_00-01-16.63--00-01-18.06.wav,p11,dysregulated,2.657407407,3.083333333,1.42600907,423.6935546,454.5874577,144.1862849,598.7737426,112.1141656,79.6156828,37.71611851,46.56263845,84.27875696,1185.491146,1851.313609,2756.538813,109.4815255,182.5702765,343.7838765,0.028308719,6.72E-05,0.015511551,0.016918786,0.046534653,0.161671798,1.415531141,0.091118982,0.114016217,0.137933925,0.273356945,7.647305991
21,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/201210_1801_00-07-10.19--00-07-10.94.wav,201210_1801_00-07-10.19--00-07-10.94.wav,p11,dysregulated,3.268518519,2.342592593,0.741995465,339.6750517,103.7771095,271.0238825,374.8009919,25.05502546,76.79816686,40.79538003,40.99404553,81.78942556,463.1395378,1869.75008,2663.677189,170.8335449,369.9832984,291.0790733,0.016392639,4.84E-05,0.00818041,0.009100746,0.024541229,0.044558005,0.742305235,0.016495122,0.027106626,0.050712989,0.049485367,22.42102208
22,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210205_1753_00-07-05.18--00-07-07.39.wav,210205_1753_00-07-05.18--00-07-07.39.wav,p11,dysregulated,,,2.209002268,435.9029728,276.6609776,225.9897337,502.6507113,55.95445548,72.356159,21.3702257,55.83236105,77.20258675,639.560622,1317.90335,2716.2384,146.5164546,306.8945272,273.5457205,0.017531514,4.02E-05,0.010144803,0.010331269,0.030434408,0.069820085,0.678244903,0.040474783,0.039946373,0.044830811,0.121424348,16.96664496
23,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210303_1741_00-10-41.76--00-10-42.42.wav,210303_1741_00-10-41.76--00-10-42.42.wav,p11,dysregulated,3.055555556,2.37962963,0.661995465,328.032111,78.61654089,281.6635381,360.280079,21.41199433,77.97937246,46.81682468,37.29002198,84.10684666,806.449264,1868.038449,2819.99181,421.1426684,438.9392959,320.0084668,0.01510388,4.60E-05,0.007186449,0.008353706,0.021559346,0.047386973,0.614972964,0.017743158,0.020672396,0.033614521,0.053229473,17.61093144
24,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210128_1916_00-01-23.53--00-01-25.58.wav,210128_1916_00-01-23.53--00-01-25.58.wav,p11,dysregulated,3.657407407,3.157407407,2.050997732,246.9435293,426.2101279,72.74586699,498.9559949,92.03595834,79.67509221,31.5735443,53.44762087,85.02116517,565.0332208,1516.524788,2666.321695,267.5660723,295.8233254,313.1574695,0.015845327,6.51E-05,0.008191301,0.008592103,0.024573903,0.077454123,0.783738166,0.039777187,0.049370394,0.059144609,0.119331562,14.30564485
25,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210205_1813_00-00-38.91--00-00-39.78.wav,210205_1813_00-00-38.91--00-00-39.78.wav,p11,dysregulated,3.12962963,2.240740741,0.864988662,390.8895274,50.62280821,364.7080593,415.3308676,13.25678397,73.72912348,38.77649027,41.6033589,80.37984918,547.8442987,1994.042164,2732.243816,272.9663424,284.0824337,253.6382607,0.014661835,3.76E-05,0.008109339,0.00774655,0.024328017,0.069495067,0.557536999,0.035825121,0.044160586,0.047191478,0.107475363,21.61803615
26,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210205_1813_00-03-16.01--00-03-16.62.wav,210205_1813_00-03-16.01--00-03-16.62.wav,p11,dysregulated,3.027777778,2.175925926,0.605986395,296.8024935,90.7189689,247.6062879,338.3252568,31.64414671,74.80937203,36.22999485,43.91245546,80.14245031,750.5763549,1614.587543,2470.670058,379.3187581,293.18303,558.6029422,0.024324987,8.23E-05,0.01118716,0.013580964,0.033561479,0.085636743,0.879117052,0.040024736,0.049807603,0.060279426,0.120074207,13.35682567
27,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/201120_1718_00-01-51.02--00-01-54.64.wav,201120_1718_00-01-51.02--00-01-54.64.wav,p11,dysregulated,2.555555556,3.833333333,3.619002268,443.7165907,484.7066255,106.2801288,590.9867543,66.43242802,80.43720595,38.65503181,45.99803485,84.65306665,1027.174869,1852.255034,2550.837553,220.5490966,204.0101848,391.4634325,0.020733396,4.65E-05,0.010603372,0.013112691,0.031810117,0.114728232,1.130971576,0.050595108,0.077668968,0.124388385,0.151785325,9.543058004
28,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210205_1813_00-00-59.36--00-01-00.62.wav,210205_1813_00-00-59.36--00-01-00.62.wav,p11,dysregulated,2.407407407,2.481481481,1.261995465,407.5527129,395.9871165,84.54721753,480.534334,109.440768,77.72132398,32.60792574,49.94903242,82.55695816,734.7689175,1608.163688,2288.816657,318.2504394,245.5028975,428.3914981,0.015702326,3.87E-05,0.00629356,0.006218784,0.018880679,0.045013476,0.571582358,0.023964196,0.023721695,0.026080641,0.071892588,17.39977523
29,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 dysregulated survey/210128_1916_00-01-27.69--00-01-28.6.wav,210128_1916_00-01-27.69--00-01-28.6.wav,p11,dysregulated,3.444444444,3.425925926,0.910997732,329.4291183,432.5997266,173.9480008,606.5477274,132.0670638,75.78320399,28.64434019,55.11667607,83.76101626,920.3167912,1801.025977,2678.210873,217.4847809,323.0805176,305.1336675,0.02170779,6.56E-05,0.01089827,0.008039327,0.032694809,0.12564481,1.296058119,0.060706962,0.082946837,0.114918023,0.182120887,7.774942393
30,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210130_2120_00-03-05.21--00-03-06.26.wav,210130_2120_00-03-05.21--00-03-06.26.wav,p11,selftalk,3.731481481,3.638888889,1.051995465,366.952613,71.51730835,311.7732765,383.2905849,22.12288707,77.44308983,38.93461873,45.99407267,84.9286914,1054.181884,1893.628805,2803.329819,347.7976012,361.7284952,379.9779946,0.01815115,4.97E-05,0.010298205,0.010231482,0.030894615,0.084332411,0.934461378,0.043438178,0.054173342,0.071354727,0.130314534,4.318122296
31,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/201119_1659_00-06-52.09--00-06-52.82.wav,201119_1659_00-06-52.09--00-06-52.82.wav,p11,selftalk,2.824074074,1.916666667,0.730997732,257.4601011,59.93835353,227.9914698,287.9298233,27.91567851,63.63023852,21.83434721,50.27721372,72.11156093,1187.283132,2079.492638,3027.567537,270.8719103,269.2905905,283.8205649,0.069929398,0.000299399,0.022515395,0.033085707,0.067546185,0.258523588,1.914628365,0.113682731,0.000302171,,0.341048194,-1.500569633
32,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210128_1916_00-00-41.09--00-00-41.62.wav,210128_1916_00-00-41.09--00-00-41.62.wav,p11,selftalk,2.842592593,2.416666667,0.52399093,131.7171819,0.520838133,131.5219978,132.0428359,0.217651408,74.28815454,28.3646822,54.17565718,82.54033938,954.4323336,1789.738637,2548.037034,169.2618992,157.1422006,185.780738,0.052445632,0.000389873,0.030636173,0.020050921,0.091908519,0.08192035,0.696619702,0.018010687,,,0.054032062,-1.998964547
33,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210128_1916_00-00-53.31--00-00-56.71.wav,210128_1916_00-00-53.31--00-00-56.71.wav,p11,selftalk,1.861111111,4.083333333,3.405011338,393.5457473,333.6325119,192.6773594,526.3098713,66.81304458,80.2924712,38.5183263,46.68565708,85.20398338,1031.631998,1736.323032,2427.664531,262.0790697,187.5221552,290.1228021,0.015467693,3.94E-05,0.007680639,0.00923547,0.023041916,0.075700014,0.737600932,0.033719278,0.043766332,0.058023346,0.101157835,15.6404154
34,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210130_2120_00-03-12.99--00-03-14.34.wav,210130_2120_00-03-12.99--00-03-14.34.wav,p11,selftalk,2.62962963,3.564814815,1.346984127,443.501254,376.4870177,171.4305042,547.9175219,83.98826395,82.3589069,35.52542683,51.78826641,87.31369324,579.3844178,1717.523029,2628.728939,171.6727245,222.2193197,241.8773867,0.009149865,2.05E-05,0.004012963,0.004618683,0.012038888,0.043962947,0.450228311,0.020348577,0.02909245,0.040436732,0.061045732,21.81239889
35,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210128_1916_00-01-01.15--00-01-03.42c.wav,210128_1916_00-01-01.15--00-01-03.42c.wav,p11,selftalk,1.925925926,3.694444444,2.270113379,404.9925818,415.3385447,91.10405163,506.4425963,102.2887456,78.75885085,27.68934173,53.85636329,81.54570502,866.2798062,1657.489501,2744.323763,102.8862785,152.4311959,412.3048927,0.01196231,2.97E-05,0.005513559,0.005931181,0.016540678,0.065380012,0.647006228,0.031878039,0.042494805,0.052092648,0.095634117,17.81950206
36,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210203_1649_00-06-26.01--00-06-27.01c.wav,210203_1649_00-06-26.01--00-06-27.01c.wav,p11,selftalk,2.62037037,2.981481481,0.9869161,403.4795327,150.6856667,306.2542176,456.9398843,32.38789445,78.05434778,38.81798584,43.60366838,82.42165422,806.6776555,1542.825335,2536.829021,84.8566878,228.1820972,278.3024216,0.029211485,7.26E-05,0.015091139,0.016111608,0.045273416,0.100515445,1.002004639,0.041585473,0.056783112,0.070573003,0.12475642,13.71843658
37,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/201123_1719_00-00-01.18--00-00-01.78.wav,201123_1719_00-00-01.18--00-00-01.78.wav,p11,selftalk,2.953703704,2.518518519,0.600997732,316.7706987,137.9876522,238.8193126,376.8069648,29.01329853,78.1541212,42.51799787,40.83873887,83.35673675,621.7033545,1519.251356,2462.105295,199.0738783,290.415537,374.177994,0.022807984,7.24E-05,0.009634067,0.010036411,0.0289022,0.097160268,0.910795095,0.050297347,0.063534827,0.071886349,0.15089204,16.76487824
38,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210130_2120_00-01-48.97--00-01-49.52.wav,210130_2120_00-01-48.97--00-01-49.52.wav,p11,selftalk,2.907407407,2.574074074,0.550997732,388.23111,55.32750446,357.2885018,412.6160063,24.45484899,73.80135416,36.72619118,45.27974521,82.00593638,892.654357,1651.635088,2925.449164,300.7568392,277.6579194,213.9353588,0.027041173,7.10E-05,0.012047537,0.010097751,0.036142612,0.111511589,1.178756814,0.032441834,0.042687663,0.211368267,0.097325503,2.815805144
39,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 self talk survey/210303_1741_00-00-41.07--00-00-41.91.wav,210303_1741_00-00-41.07--00-00-41.91.wav,p11,selftalk,2.509259259,3.101851852,0.845011338,371.6558152,286.4494405,122.5942523,409.0436928,54.76746606,78.65085987,37.20324807,45.71579419,82.91904226,644.3705887,1913.606167,2704.017482,180.2530521,306.7744833,349.1870722,0.047008433,0.000123847,0.025447044,0.030935306,0.076341131,0.113036516,1.0850253,0.062296691,0.075873695,0.090518874,0.186890073,11.20421276
40,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/210108_1752_00-05-14.07--00-05-17.66.wav,210108_1752_00-05-14.07--00-05-17.66.wav,p11,frustrated,2.564814815,3.601851852,3.59600907,386.7988556,386.4104266,216.0573682,602.4677948,60.15435557,81.06737967,37.0203488,47.91415656,84.93450536,909.222762,1562.307399,2511.184675,197.3330683,304.5347689,443.7473649,0.013578719,3.52E-05,0.006029563,0.007676132,0.01808869,0.070608181,0.698532322,0.03416624,0.043554476,0.052730075,0.102498719,18.13793089
41,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/201119_1659_00-05-22.05--00-05-22.7.wav,201119_1659_00-05-22.05--00-05-22.7.wav,p11,frustrated,2.888888889,2.037037037,0.653015873,298.3175084,167.9996628,164.4259349,332.4255977,52.39803603,75.06635196,33.79393362,47.31279043,81.10672404,683.1876786,1842.755521,2827.298059,322.5730036,315.4286869,202.5900679,0.012093055,4.03E-05,0.005905359,0.007001645,0.017716076,0.052387197,0.827103234,0.018345539,0.024945739,0.040674572,0.055036618,16.82929126
42,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/201210_1801_00-06-20.88--00-06-25.66.wav,201210_1801_00-06-20.88--00-06-25.66.wav,p11,frustrated,1.740740741,4.083333333,4.778004535,450.4384248,315.2075645,248.9049345,564.112499,53.69439921,81.16260633,38.15658073,46.7136852,84.87026593,934.0932293,1685.798204,2629.599337,162.3395627,191.1915256,368.7321037,0.011735995,2.60E-05,0.006167748,0.006444165,0.018503244,0.047299791,0.493788371,0.022575126,0.030620222,0.041065254,0.067725378,19.76392411
43,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/210301_1943_00-00-18.36--00-00-21.93.wav,210301_1943_00-00-18.36--00-00-21.93.wav,p11,frustrated,3.759259259,3.564814815,3.574013605,340.2055072,247.634035,226.9812346,474.6152696,48.23828027,79.88125628,41.46940027,43.34567812,84.81507839,744.3597697,1498.531883,2422.646297,265.2043891,160.6997354,255.0259554,0.013943566,4.10E-05,0.007270698,0.007765726,0.021812095,0.07274006,0.745131458,0.03298847,0.043848807,0.060100201,0.09896541,13.03361869
44,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/201118_2130_00-04-05.63--00-04-09.40c.wav,201118_2130_00-04-05.63--00-04-09.40c.wav,p11,frustrated,2.12962963,3.537037037,3.760929705,418.4601779,384.0995891,153.3267317,537.4263207,46.76018937,78.56627567,40.71292536,40.74453568,81.45746105,971.1956698,1492.699851,2470.219149,162.3796805,264.3542006,278.060187,0.00809552,1.94E-05,0.004526712,0.004776306,0.013580135,0.058969421,0.550178967,0.032628598,0.034594455,0.035925533,0.097885793,19.65322538
45,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/201118_2130_00-00-33.0--00-00-33.7.wav,201118_2130_00-00-33.0--00-00-33.7.wav,p11,frustrated,2.694444444,2.527777778,0.703015873,427.4143899,250.6582228,256.7642701,507.4224929,75.52889109,74.26249889,39.3819987,44.0203685,83.4023672,990.7733627,1796.080145,2759.614885,222.3397247,310.024718,460.7064235,0.01516421,3.51E-05,0.006479284,0.008550114,0.019437852,0.106057207,1.005568829,0.049578649,0.068365046,0.099078286,0.148735946,6.492513026
46,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/201119_1659_00-04-10.29--00-04-11.2.wav,201119_1659_00-04-10.29--00-04-11.2.wav,p11,frustrated,2.907407407,1.861111111,0.91,236.1780115,102.358409,205.8271718,308.1855809,28.98444277,62.798701,25.01399883,41.66808148,66.68208031,633.6838746,1716.839314,2712.066498,344.2466306,365.8266709,529.7971129,0.014871559,6.30E-05,0.00837522,0.010723319,0.025125659,0.097022883,0.969778785,0.041446295,0.060968382,0.087794252,0.124338885,11.04588238
47,/Users/mayaradhakrishnan/Dropbox (MIT)/commalla survey audio/p11/p11 frustrated survey/201210_1801_00-04-46.0--00-04-48.89.wav,201210_1801_00-04-46.0--00-04-48.89.wav,p11,frustrated,,,2.89,395.1388944,223.1931962,270.2843659,493.4775621,38.05907725,81.88670615,42.6171456,42.66396481,85.28111041,947.1163806,1813.227078,2530.56217,247.6523551,250.9117028,371.5366368,0.005529004,1.40E-05,0.002799946,0.003368617,0.008399838,0.033529581,0.307870728,0.016866398,0.020619463,0.031121601,0.050599193,22.10981472
